message_id,category,confidence,reason
MSG_0554,General Information,0.75,No strong indicators found.
MSG_0555,General Information,0.75,No strong indicators found.
MSG_0556,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0557,Action Required,0.9,Requires user action.
MSG_0558,General Information,0.75,No strong indicators found.
MSG_0559,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0560,General Information,0.75,No strong indicators found.
MSG_0561,General Information,0.75,No strong indicators found.
MSG_0562,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0563,General Information,0.75,No strong indicators found.
MSG_0564,Action Required,0.9,Requires user action.
MSG_0565,Action Required,0.9,Requires user action.
MSG_0566,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0567,General Information,0.75,No strong indicators found.
MSG_0568,General Information,0.75,No strong indicators found.
MSG_0569,Action Required,0.9,Requires user action.
MSG_0570,Action Required,0.9,Requires user action.
MSG_0571,Action Required,0.9,Requires user action.
MSG_0572,Sensitive Information,0.95,Contains sensitive information.
MSG_0573,General Information,0.75,No strong indicators found.
MSG_0574,Action Required,0.9,Requires user action.
MSG_0575,General Information,0.75,No strong indicators found.
MSG_0576,General Information,0.75,No strong indicators found.
MSG_0577,Action Required,0.9,Requires user action.
MSG_0578,Action Required,0.9,Requires user action.
MSG_0579,General Information,0.75,No strong indicators found.
MSG_0580,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0581,General Information,0.75,No strong indicators found.
MSG_0582,Action Required,0.9,Requires user action.
MSG_0583,Personal Information,0.9,Contains personal details.
MSG_0584,Action Required,0.9,Requires user action.
MSG_0585,Action Required,0.9,Requires user action.
MSG_0586,General Information,0.75,No strong indicators found.
MSG_0587,General Information,0.75,No strong indicators found.
MSG_0588,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0589,General Information,0.75,No strong indicators found.
MSG_0590,Action Required,0.9,Requires user action.
MSG_0591,Sensitive Information,0.95,Contains sensitive information.
MSG_0592,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0593,General Information,0.75,No strong indicators found.
MSG_0594,Action Required,0.9,Requires user action.
MSG_0595,Sensitive Information,0.95,Contains sensitive information.
MSG_0596,Sensitive Information,0.95,Contains sensitive information.
MSG_0597,Action Required,0.9,Requires user action.
MSG_0598,General Information,0.75,No strong indicators found.
MSG_0599,General Information,0.75,No strong indicators found.
MSG_0600,General Information,0.75,No strong indicators found.
MSG_0601,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0602,Action Required,0.9,Requires user action.
MSG_0603,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0604,Sensitive Information,0.95,Contains sensitive information.
MSG_0605,Personal Information,0.9,Contains personal details.
MSG_0606,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0607,General Information,0.75,No strong indicators found.
MSG_0608,Promotional,0.85,Promotional content detected.
MSG_0609,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0610,General Information,0.75,No strong indicators found.
MSG_0611,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0612,Action Required,0.9,Requires user action.
MSG_0613,Action Required,0.9,Requires user action.
MSG_0614,General Information,0.75,No strong indicators found.
MSG_0615,General Information,0.75,No strong indicators found.
MSG_0616,Action Required,0.9,Requires user action.
MSG_0617,Action Required,0.9,Requires user action.
MSG_0618,Action Required,0.9,Requires user action.
MSG_0619,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0620,General Information,0.75,No strong indicators found.
MSG_0621,Action Required,0.9,Requires user action.
MSG_0622,Action Required,0.9,Requires user action.
MSG_0623,Action Required,0.9,Requires user action.
MSG_0624,Action Required,0.9,Requires user action.
MSG_0625,Action Required,0.9,Requires user action.
MSG_0626,Personal Information,0.9,Contains personal details.
MSG_0627,General Information,0.75,No strong indicators found.
MSG_0628,Action Required,0.9,Requires user action.
MSG_0629,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0630,General Information,0.75,No strong indicators found.
MSG_0631,Action Required,0.9,Requires user action.
MSG_0632,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0633,General Information,0.75,No strong indicators found.
MSG_0634,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0635,Action Required,0.9,Requires user action.
MSG_0636,General Information,0.75,No strong indicators found.
MSG_0637,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0638,General Information,0.75,No strong indicators found.
MSG_0639,Action Required,0.9,Requires user action.
MSG_0640,General Information,0.75,No strong indicators found.
MSG_0641,General Information,0.75,No strong indicators found.
MSG_0642,Sensitive Information,0.95,Contains sensitive information.
MSG_0643,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0644,General Information,0.75,No strong indicators found.
MSG_0645,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0646,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0647,Promotional,0.85,Promotional content detected.
MSG_0648,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0649,General Information,0.75,No strong indicators found.
MSG_0650,General Information,0.75,No strong indicators found.
MSG_0651,General Information,0.75,No strong indicators found.
MSG_0652,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0653,Action Required,0.9,Requires user action.
MSG_0654,Action Required,0.9,Requires user action.
MSG_0655,Personal Information,0.9,Contains personal details.
MSG_0656,Action Required,0.9,Requires user action.
MSG_0657,General Information,0.75,No strong indicators found.
MSG_0658,General Information,0.75,No strong indicators found.
MSG_0659,General Information,0.75,No strong indicators found.
MSG_0660,Action Required,0.9,Requires user action.
MSG_0661,General Information,0.75,No strong indicators found.
MSG_0662,Action Required,0.9,Requires user action.
MSG_0663,Promotional,0.85,Promotional content detected.
MSG_0664,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0665,Promotional,0.85,Promotional content detected.
MSG_0666,Action Required,0.9,Requires user action.
MSG_0667,General Information,0.75,No strong indicators found.
MSG_0668,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0669,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0670,Action Required,0.9,Requires user action.
MSG_0671,General Information,0.75,No strong indicators found.
MSG_0672,General Information,0.75,No strong indicators found.
MSG_0673,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0674,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0675,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0676,General Information,0.75,No strong indicators found.
MSG_0677,General Information,0.75,No strong indicators found.
MSG_0678,General Information,0.75,No strong indicators found.
MSG_0679,General Information,0.75,No strong indicators found.
MSG_0680,Promotional,0.85,Promotional content detected.
MSG_0681,General Information,0.75,No strong indicators found.
MSG_0682,General Information,0.75,No strong indicators found.
MSG_0683,Action Required,0.9,Requires user action.
MSG_0684,General Information,0.75,No strong indicators found.
MSG_0685,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0686,General Information,0.75,No strong indicators found.
MSG_0687,Sensitive Information,0.95,Contains sensitive information.
MSG_0688,General Information,0.75,No strong indicators found.
MSG_0689,General Information,0.75,No strong indicators found.
MSG_0690,General Information,0.75,No strong indicators found.
MSG_0691,General Information,0.75,No strong indicators found.
MSG_0692,Action Required,0.9,Requires user action.
MSG_0693,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0694,Action Required,0.9,Requires user action.
MSG_0695,General Information,0.75,No strong indicators found.
MSG_0696,General Information,0.75,No strong indicators found.
MSG_0697,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0698,General Information,0.75,No strong indicators found.
MSG_0699,General Information,0.75,No strong indicators found.
MSG_0700,General Information,0.75,No strong indicators found.
MSG_0701,General Information,0.75,No strong indicators found.
MSG_0702,General Information,0.75,No strong indicators found.
MSG_0703,Personal Information,0.9,Contains personal details.
MSG_0704,General Information,0.75,No strong indicators found.
MSG_0705,General Information,0.75,No strong indicators found.
MSG_0706,Action Required,0.9,Requires user action.
MSG_0707,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0708,Action Required,0.9,Requires user action.
MSG_0709,General Information,0.75,No strong indicators found.
MSG_0710,General Information,0.75,No strong indicators found.
MSG_0711,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0712,Promotional,0.85,Promotional content detected.
MSG_0713,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0714,General Information,0.75,No strong indicators found.
MSG_0715,Sensitive Information,0.95,Contains sensitive information.
MSG_0716,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0717,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0718,General Information,0.75,No strong indicators found.
MSG_0719,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0720,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0721,Promotional,0.85,Promotional content detected.
MSG_0722,Action Required,0.9,Requires user action.
MSG_0723,General Information,0.75,No strong indicators found.
MSG_0724,Action Required,0.9,Requires user action.
MSG_0725,Action Required,0.9,Requires user action.
MSG_0726,General Information,0.75,No strong indicators found.
MSG_0727,Sensitive Information,0.95,Contains sensitive information.
MSG_0728,General Information,0.75,No strong indicators found.
MSG_0729,Action Required,0.9,Requires user action.
MSG_0730,Action Required,0.9,Requires user action.
MSG_0731,General Information,0.75,No strong indicators found.
MSG_0732,Action Required,0.9,Requires user action.
MSG_0733,General Information,0.75,No strong indicators found.
MSG_0734,Action Required,0.9,Requires user action.
MSG_0735,General Information,0.75,No strong indicators found.
MSG_0736,Action Required,0.9,Requires user action.
MSG_0737,Promotional,0.85,Promotional content detected.
MSG_0738,Action Required,0.9,Requires user action.
MSG_0739,General Information,0.75,No strong indicators found.
MSG_0740,General Information,0.75,No strong indicators found.
MSG_0741,Action Required,0.9,Requires user action.
MSG_0742,General Information,0.75,No strong indicators found.
MSG_0743,General Information,0.75,No strong indicators found.
MSG_0744,Action Required,0.9,Requires user action.
MSG_0745,Action Required,0.9,Requires user action.
MSG_0746,General Information,0.75,No strong indicators found.
MSG_0747,Action Required,0.9,Requires user action.
MSG_0748,Action Required,0.9,Requires user action.
MSG_0749,Sensitive Information,0.95,Contains sensitive information.
MSG_0750,General Information,0.75,No strong indicators found.
MSG_0751,Sensitive Information,0.95,Contains sensitive information.
MSG_0752,Sensitive Information,0.95,Contains sensitive information.
MSG_0753,General Information,0.75,No strong indicators found.
MSG_0754,Action Required,0.9,Requires user action.
MSG_0755,Action Required,0.9,Requires user action.
MSG_0756,General Information,0.75,No strong indicators found.
MSG_0757,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0758,General Information,0.75,No strong indicators found.
MSG_0759,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0760,Promotional,0.85,Promotional content detected.
MSG_0761,General Information,0.75,No strong indicators found.
MSG_0762,Personal Information,0.9,Contains personal details.
MSG_0763,Action Required,0.9,Requires user action.
MSG_0764,General Information,0.75,No strong indicators found.
MSG_0765,General Information,0.75,No strong indicators found.
MSG_0766,Promotional,0.85,Promotional content detected.
MSG_0767,Promotional,0.85,Promotional content detected.
MSG_0768,General Information,0.75,No strong indicators found.
MSG_0769,General Information,0.75,No strong indicators found.
MSG_0770,Action Required,0.9,Requires user action.
MSG_0771,Action Required,0.9,Requires user action.
MSG_0772,General Information,0.75,No strong indicators found.
MSG_0773,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0774,General Information,0.75,No strong indicators found.
MSG_0775,Action Required,0.9,Requires user action.
MSG_0776,Action Required,0.9,Requires user action.
MSG_0777,Sensitive Information,0.95,Contains sensitive information.
MSG_0778,Sensitive Information,0.95,Contains sensitive information.
MSG_0779,Personal Information,0.9,Contains personal details.
MSG_0780,Action Required,0.9,Requires user action.
MSG_0781,Personal Information,0.9,Contains personal details.
MSG_0782,General Information,0.75,No strong indicators found.
MSG_0783,Action Required,0.9,Requires user action.
MSG_0784,Personal Information,0.9,Contains personal details.
MSG_0785,Action Required,0.9,Requires user action.
MSG_0786,General Information,0.75,No strong indicators found.
MSG_0787,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0788,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0789,Action Required,0.9,Requires user action.
MSG_0790,Action Required,0.9,Requires user action.
MSG_0791,Sensitive Information,0.95,Contains sensitive information.
MSG_0792,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0793,Action Required,0.9,Requires user action.
MSG_0794,General Information,0.75,No strong indicators found.
MSG_0795,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0796,General Information,0.75,No strong indicators found.
MSG_0797,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0798,General Information,0.75,No strong indicators found.
MSG_0799,Personal Information,0.9,Contains personal details.
MSG_0800,Action Required,0.9,Requires user action.
MSG_0801,General Information,0.75,No strong indicators found.
MSG_0802,Personal Information,0.9,Contains personal details.
MSG_0803,Action Required,0.9,Requires user action.
MSG_0804,General Information,0.75,No strong indicators found.
MSG_0805,General Information,0.75,No strong indicators found.
MSG_0806,General Information,0.75,No strong indicators found.
MSG_0807,General Information,0.75,No strong indicators found.
MSG_0808,Action Required,0.9,Requires user action.
MSG_0809,General Information,0.75,No strong indicators found.
MSG_0810,Action Required,0.9,Requires user action.
MSG_0811,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0812,General Information,0.75,No strong indicators found.
MSG_0813,General Information,0.75,No strong indicators found.
MSG_0814,Action Required,0.9,Requires user action.
MSG_0815,Action Required,0.9,Requires user action.
MSG_0816,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0817,General Information,0.75,No strong indicators found.
MSG_0818,General Information,0.75,No strong indicators found.
MSG_0819,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0820,Action Required,0.9,Requires user action.
MSG_0821,Action Required,0.9,Requires user action.
MSG_0822,Action Required,0.9,Requires user action.
MSG_0823,Action Required,0.9,Requires user action.
MSG_0824,Action Required,0.9,Requires user action.
MSG_0825,Action Required,0.9,Requires user action.
MSG_0826,Action Required,0.9,Requires user action.
MSG_0827,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0828,General Information,0.75,No strong indicators found.
MSG_0829,Personal Information,0.9,Contains personal details.
MSG_0830,Action Required,0.9,Requires user action.
MSG_0831,General Information,0.75,No strong indicators found.
MSG_0832,Action Required,0.9,Requires user action.
MSG_0833,General Information,0.75,No strong indicators found.
MSG_0834,Sensitive Information,0.95,Contains sensitive information.
MSG_0835,Promotional,0.85,Promotional content detected.
MSG_0836,Action Required,0.9,Requires user action.
MSG_0837,General Information,0.75,No strong indicators found.
MSG_0838,General Information,0.75,No strong indicators found.
MSG_0839,Promotional,0.85,Promotional content detected.
MSG_0840,Action Required,0.9,Requires user action.
MSG_0841,Action Required,0.9,Requires user action.
MSG_0842,General Information,0.75,No strong indicators found.
MSG_0843,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0844,Action Required,0.9,Requires user action.
MSG_0845,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0846,Action Required,0.9,Requires user action.
MSG_0847,Action Required,0.9,Requires user action.
MSG_0848,Sensitive Information,0.95,Contains sensitive information.
MSG_0849,Action Required,0.9,Requires user action.
MSG_0850,General Information,0.75,No strong indicators found.
MSG_0851,Action Required,0.9,Requires user action.
MSG_0852,Action Required,0.9,Requires user action.
MSG_0853,Personal Information,0.9,Contains personal details.
MSG_0854,Sensitive Information,0.95,Contains sensitive information.
MSG_0855,General Information,0.75,No strong indicators found.
MSG_0856,Action Required,0.9,Requires user action.
MSG_0857,General Information,0.75,No strong indicators found.
MSG_0858,General Information,0.75,No strong indicators found.
MSG_0859,Action Required,0.9,Requires user action.
MSG_0860,Action Required,0.9,Requires user action.
MSG_0861,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0862,Personal Information,0.9,Contains personal details.
MSG_0863,General Information,0.75,No strong indicators found.
MSG_0864,General Information,0.75,No strong indicators found.
MSG_0865,General Information,0.75,No strong indicators found.
MSG_0866,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0867,General Information,0.75,No strong indicators found.
MSG_0868,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0869,Action Required,0.9,Requires user action.
MSG_0870,Action Required,0.9,Requires user action.
MSG_0871,Action Required,0.9,Requires user action.
MSG_0872,General Information,0.75,No strong indicators found.
MSG_0873,Action Required,0.9,Requires user action.
MSG_0874,General Information,0.75,No strong indicators found.
MSG_0875,General Information,0.75,No strong indicators found.
MSG_0876,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0877,General Information,0.75,No strong indicators found.
MSG_0878,Meeting or Event,0.92,Contains meeting/event related information.
MSG_0879,Action Required,0.9,Requires user action.
MSG_0880,Sensitive Information,0.95,Contains sensitive information.
MSG_0881,General Information,0.75,No strong indicators found.
MSG_0882,General Information,0.75,No strong indicators found.
MSG_0883,Action Required,0.9,Requires user action.
MSG_0884,Action Required,0.9,Requires user action.
MSG_0885,General Information,0.75,No strong indicators found.
MSG_0886,Action Required,0.9,Requires user action.
MSG_0887,Personal Information,0.9,Contains personal details.
MSG_0888,Action Required,0.9,Requires user action.
MSG_0889,General Information,0.75,No strong indicators found.
MSG_0890,Sensitive Information,0.95,Contains sensitive information.
MSG_0891,General Information,0.75,No strong indicators found.
MSG_0892,General Information,0.75,No strong indicators found.
MSG_0893,Action Required,0.9,Requires user action.
MSG_0894,Action Required,0.9,Requires user action.
MSG_0895,Action Required,0.9,Requires user action.
MSG_0896,General Information,0.75,No strong indicators found.
MSG_0897,Promotional,0.85,Promotional content detected.
MSG_0898,Action Required,0.9,Requires user action.
MSG_0899,General Information,0.75,No strong indicators found.
MSG_0900,Action Required,0.9,Requires user action.
